Name	CR	Alignment	Size	Base_Speed	Fly_Speed	Swim_Speed	Source	Type	subtype1	subtype2	subtype3	subtype4	subtype5	subtype6
Jiang-shi	6	LE	Medium	30	0	0	PFRPG Bestiary 3	undead	augmented humanoid					
Jigsaw Shark	1	N	Medium	0	0	60	AP 57	animal	aquatic					
Jinkin	1	CE	Tiny	40	0	0	PFRPG Bestiary 2	fey						
Jinmenju	11	N	Huge	10	0	0	PFRPG Bestiary 4	plant						
Jinushigami	20	N	Gargantuan	50	0	0	PFRPG Bestiary 3	outsider	earth	kami	native			
Jinx Eater	2	CN	Medium	30	0	0	Isles Of The Shackles	humanoid	tengu					
Jolly Jelly	5	N	Medium	30	0	0	Tome of Horrors 4	ooze						
Jorogumo	12	NE	Medium	30	0	40	PFRPG Bestiary 3	monstrous humanoid	shapechanger					
Jotun	11	CE	Large	40	0	0	Tome of Horrors 4	humanoid	cold	giant				
Jotund Troll	15	CE	Huge	30	0	0	PFRPG Bestiary 3	humanoid	giant					
Jubilex	23	CE	Large	30	0	0	Tome of Horrors Complete	outsider	chaotic	demon	evil	extraplanar		
Jubilex-touched Marsh Jelly	11	CE	Large	5	0	0	Tome of Horrors Complete	aberration	chaotic	evil	extraplanar			
Jubjub Bird	15	N	Huge	50	0	0	PFRPG Bestiary 3	magical beast						
Juggernaut	11	N	Gargantuan	30	0	0	PFRPG Bestiary 4	construct						
Julunggali	21	N	Colossal	40	20	90	PFRPG Bestiary 4	magical beast	aquatic	extraplanar	mythic	shapechanger		
Jungle Giant	10	N	Huge	40	0	0	PFRPG Bestiary 3	humanoid	giant					
Junk Golem	4	N	Medium	30	0	0	PFRPG Bestiary 4	construct						
Jupiter Bloodsucker	3	N	Medium	5	0	0	Tome of Horrors Complete	plant						
Juvenile Black Dragon	8	CE	Medium	60	150	60	d20pfsrd	dragon	water					
Juvenile Blue Dragon	10	LE	Large	40	0	0	d20pfsrd	dragon	earth					
Juvenile Brass Dragon	8	CG	Medium	60	0	0	d20pfsrd	dragon	fire					
Juvenile Bronze Dragon	10	LG	Large	40	200	0	d20pfsrd	dragon	water					
Juvenile Copper Dragon	9	CG	Medium	40	150	0	d20pfsrd	dragon	earth					
Juvenile Gold Dragon	12	LG	Large	60	200	60	d20pfsrd	dragon	fire					
Juvenile Gray Dragon	7	NE	Medium	60	0	40	Tome of Horrors 4	dragon	water					
Juvenile Green Dragon	9	LE	Large	40	200	40	d20pfsrd	dragon	air					
Juvenile Red Dragon	11	CE	Large	40	200	0	d20pfsrd	Dragon	Fire					
Juvenile Rukh	3	N	Large	20	40	0	PFRPG Bestiary 4	magical beast						
Juvenile Seps	2	N	Medium	20	0	0	PFRPG Bestiary 4	magical beast						
Juvenile Sovereign Dragon	12	N	Large	50	0	0	d20pfsrd	dragon						
Juvenile White Dragon	7	CE	Medium	30	0	60	d20pfsrd	dragon	cold					
Jynx	2	CN	Small	30	0	0	Tome of Horrors 4	fey						
Jyoti	9	N	Medium	30	90	0	PFRPG Bestiary 2	outsider	extraplanar					
Kakuen-taka	14	CE	Huge	30	0	0	Inner Sea Bestiary	outsider	chaotic	evil	extraplanar	swarm		
Kalavakus	10	CE	Medium	30	0	0	PFRPG Bestiary 2	outsider	chaotic	demon	evil	extraplanar		
Kamadan	4	NE	Large	40	0	0	PFRPG Bestiary 3	magical beast						
Kamadan	4	NE	Large	40	0	0	Tome of Horrors Complete	magical beast						
Kamarupa	7	CE	Medium	40	0	0	Tome of Horrors 4	undead	incorporeal					
Kaminari	17	CN	Huge	30	60	0	AP 52	outsider	air	kami	native			
Kampfult	2	NE	Medium	10	0	0	Tome of Horrors Complete	plant						
Kangaroo	0.50	N	Medium	50	0	0	PFRPG Bestiary 3	animal						
Kappa	2	CN	Small	20	0	40	PFRPG Bestiary 3	monstrous humanoid	aquatic					
Kapre	2	N	Medium	30	0	0	Tome of Horrors 4	fey						
Kapre	10	CN	Huge	50	0	0	PFRPG Bestiary 4	plant						
Karkinoi	6	CE	Large	30	0	40	PFRPG Bestiary 4	monstrous humanoid	aquatic					
Kasatha	0.50	LN	Medium	30	0	0	PFRPG Bestiary 4	humanoid	kasatha					
Kathlin	3	NG	Large	50	0	0	Tome of Horrors Complete	magical beast						
Katpaskir	18	CE	Medium	40	60	0	AP 78	outsider	chaotic	demon	evil	extraplanar		
Kech	3	NE	Medium	40	0	0	PFRPG Bestiary 3	monstrous humanoid						
Kech	3	NE	Medium	40	0	0	Tome of Horrors Complete	monstrous humanoid						
Keketar	17	CN	Large	40	40	40	PFRPG Bestiary 2	outsider	chaotic	extraplanar	protean	shapechanger		
Kelp Devil	8	NE	Huge	30	0	50	Tome of Horrors Complete	plant	aquatic					
Kelpie	4	NE	Medium	40	0	40	PFRPG Bestiary 2	fey	aquatic	shapechanger				
Kelpie	4	NE	Medium	20	0	40	Tome of Horrors Complete	plant						
Kelpie's Wrath	15	CN	Colossal	0	0	60	AP 55	outsider	chaotic	extraplanar	water			
Kere	10	N	Medium	30	0	0	AP 64	outsider	psychopomp	extraplanar				
Khaei	3	N	Small	20	0	0	Inner Sea Bestiary	monstrous humanoid						
Khala	17	CE	Large	30	0	0	Irrisen Land Of Eternal Winter	dragon	cold					
Khargra	4	N	Small	10	0	0	Tome of Horrors Complete	outsider	earth	elemental	extraplanar			
Kijimuna	2	CN	Small	30	0	0	AP 53	humanoid	goblinoid					
Killer Frog	1	N	Small	10	0	30	Tome of Horrors Complete	animal						
Killer Seahorse	5	N	Huge	0	0	40	PFRPG Bestiary 4	animal	aquatic					
Killmoulis	0.17	CN	Diminutive	40	0	0	Tome of Horrors Complete	fey						
King Crab	0.25	N	Tiny	30	0	20	Ultimate Magic	vermin	aquatic					
Kirin	7	LG	Large	60	0	0	PFRPG Bestiary 3	magical beast	air					
Kithangian	9	CE	Large	50	0	0	The Worldwound	outsider	chaotic	demon	evil	extraplanar		
Kitsune	0.50	N	Medium	30	0	0	PFRPG Bestiary 4	humanoid	kitsune	shapechanger				
Knight Gaunt	3	CE	Medium	20	0	0	Tome of Horrors 4	undead						
Kobold	0.25	LE	Small	30	0	0	PFRPG Bestiary	humanoid	reptilian					
Kodama	5	N	Small	30	0	0	PFRPG Bestiary 3	outsider	kami	native				
Kokogiak	12	NE	Huge	40	0	20	AP 69	magical beast						
Kolyarut	12	LN	Medium	30	0	0	PFRPG Bestiary 2	outsider	extraplanar	inevitable	lawful			
Kongamato	15	N	Huge	40	0	0	PFRPG Bestiary 3	dragon						
Korada	26	NG	Large	90	60	0	PFRPG Bestiary 4	outsider	agathion	extraplanar	good			
Korir-kokembe	10	N	Huge	40	80	40	Inner Sea Bestiary	dragon						
Korog	4	LE	Medium	30	0	0	Tome of Horrors 4	humanoid	korog					
Korred	4	CN	Small	30	0	0	PFRPG Bestiary 2	fey						
Korred	4	CN	Small	30	0	0	Tome of Horrors Complete	fey						
Kostchtchie	23	CE	Large	30	0	0	Tome of Horrors Complete	outsider	chaotic	cold	demon	evil	extraplanar	
Kostchtchie	26	CE	Huge	60	0	0	PFRPG Bestiary 4	outsider	chaotic	cold	demon	evil	extraplanar	
Kraken	18	NE	Gargantuan	10	0	40	PFRPG Bestiary	magical beast	aquatic					
Krenshar	1	N	Medium	40	0	0	PFRPG Bestiary 2	magical beast						
Kronosaurus	10	N	Gargantuan	0	0	60	AP 60	animal						
Kuah-lij	0.33	LN	Medium	30	0	0	Tome of Horrors Complete	humanoid	kuah-lij					
Kuchrima	8	CE	Medium	20	0	0	RotRL-AE-Appendix	monstrous humanoid						
Kulgreer	16	N	Gargantuan	0	0	50	Tome of Horrors 4	aberration	aquatic					
Kurshu The Undying	15	LE	Large	30	0	0	AP 65	outsider	evil	extraplanar	lawful			
Kuru	0.50	CE	Medium	40	0	0	Isles Of The Shackles	humanoid	kuru					
Kuwa	4	LE	Medium	30	0	0	PFRPG Bestiary 3	outsider	human	native	oni	shapechanger		
Kytha	9	CE	Medium	40	0	0	Tome of Horrors 4	outsider	chaotic	demon	evil	extraplanar		
Kyton	6	LE	Medium	30	0	0	PFRPG Bestiary	outsider	evil	extraplanar	kyton	lawful		
Labyrinth Minotaur	16	CE	Large	30	0	0	AP 77	outsider	chaotic	evil	extraplanar			
Lacedon	1	CE	Medium	30	0	30	d20pfsrd	undead	aquatic					
Lacridaemon	3	NE	Medium	40	0	0	Horsemen Of The Apocalypse	outsider	daemon	evil	extraplanar			
Lamhigyn	3	CE	Small	10	60	0	AP 76	outsider	chaotic	evil	extraplanar			
Lamia	6	CE	Large	60	0	0	PFRPG Bestiary	monstrous humanoid						
Lamia Matriarch	8	CE	Large	40	0	40	PFRPG Bestiary 2	monstrous humanoid	shapechanger					
Lammasu	8	LG	Large	30	0	0	PFRPG Bestiary 3	magical beast						
Lampad	5	CN	Medium	30	0	0	PFRPG Bestiary 4	fey						
Lamprey Swarm	5	N	Tiny	5	0	30	Tome of Horrors 4	animal	aquatic	swarm				
Land Lamprey	1	N	Small	40	0	0	Tome of Horrors Complete	magical beast						
Lantern Archon	2	LG	Small	0	60	0	PFRPG Bestiary	outsider	archon	extraplanar	good	lawful		
Lantern Goat	6	CE	Medium	30	0	0	Tome of Horrors Complete	undead						
Lar	5	LG	Medium	0	30	0	AP 27	outsider	good	incorporeal	lawful	native		
Larabay	11	CN	Medium	30	0	0	Isles Of The Shackles	fey	shapechanger					
Large Acid Quasi-elemental	3	N	Large	20	0	80	Tome of Horrors Complete	outsider	acid	elemental	extraplanar			
Large Air Elemental	5	N	Large	0	100	0	PFRPG Bestiary	outsider	air	elemental	extraplanar			
Large Earth Elemental	5	N	Large	20	0	0	PFRPG Bestiary	outsider	earth	elemental	extraplanar			
Large Fire Elemental	5	N	Large	50	0	0	PFRPG Bestiary	outsider	elemental	extraplanar	fire			
Large Gravity Elemental	5	N	Large	0	100	0	Tome of Horrors Complete	outsider	elemental	extraplanar	gravity			
Large Ice Elemental	5	N	Large	20	0	60	PFRPG Bestiary 2	outsider	air	cold	elemental	extraplanar	water	
Large Lightning Elemental	5	N	Large	0	100	0	PFRPG Bestiary 2	outsider	air	elemental	extraplanar			
Large Lightning Quasi-elemental	9	N	Large	0	60	0	Tome of Horrors Complete	outsider	air	electricity	elemental	extraplanar		
Large Magma Elemental	5	N	Large	20	0	0	PFRPG Bestiary 2	outsider	earth	elemental	extraplanar	fire		
Large Monstrous Sea Wasp	3	N	Large	0	0	60	Tome of Horrors Complete	vermin	aquatic					
Large Mud Elemental	5	N	Large	20	0	30	PFRPG Bestiary 2	outsider	earth	elemental	extraplanar	water		
Large Negative Energy Elemental	6	N	Large	0	60	0	Tome of Horrors Complete	outsider	elemental	extraplanar				
Large Obsidian Quasi-elemental	3	N	Large	20	0	0	Tome of Horrors Complete	outsider	earth	elemental	extraplanar			
Large Positive Energy Elemental	6	N	Large	0	60	0	Tome of Horrors Complete	outsider	elemental	extraplanar				
Large Salt Elemental	4	N	Large	20	0	0	Tome of Horrors 4	outsider	earth	elemental	extraplanar			
Large Smoke Elemental	5	N	Large	0	80	0	Tome of Horrors 4	outsider	air	elemental	extraplanar	fire		
Large Spriggan	3	CE	Large	30	0	0	PFRPG Bestiary 2	humanoid	gnome					
Large Stingray	5	N	Large	0	0	30	Tome of Horrors Complete	animal	aquatic					
Large Water Elemental	5	N	Large	20	0	90	PFRPG Bestiary	outsider	elemental	extraplanar	water			
Larva Helix Moth	6	N	Large	10	0	0	Tome of Horrors Complete	vermin						
Larval Slime Crawler	1	N	Medium	20	0	0	Tome of Horrors Complete	aberration						
Lashunta	1	NG	Medium	30	0	0	Inner Sea Bestiary	humanoid	lashunta					
Lava Child	3	N	Medium	30	0	0	Misfit Monsters	monstrous humanoid	earth	fire				
Lava Child	3	N	Medium	30	0	0	Tome of Horrors Complete	humanoid	earth	elemental	fire			
Lava Drake	9	NE	Large	20	60	0	PFRPG Bestiary 4	dragon	fire					
Lava Lizard	8	N	Large	30	0	20	Tome of Horrors 4	magical beast						
Lava Weird	8	CE	Large	40	0	0	Tome of Horrors Complete	outsider	earth	elemental	extraplanar	fire		
Lead Skeleton	7	N	Medium	30	0	0	Tome of Horrors Complete	construct						
Leaf Leshy	0.50	N	Small	20	10	0	PFRPG Bestiary 3	plant	leshy	shapechanger				
Leaf Ray	1	N	Small	5	40	0	PFRPG Bestiary 4	plant						
Leanan Sidhe	9	CN	Medium	30	30	0	PFRPG Bestiary 4	fey	mythic					
Leech Swarm	4	N	Diminutive	5	0	30	PFRPG Bestiary	vermin	aquatic	swarm				
Legion Archon	7	LG	Medium	40	0	0	PFRPG Bestiary 3	outsider	archon	extraplanar	good	lawful		
Lemming	0.13	N	Diminutive	15	0	0	Reign Of Winter Player's Guide	animal						
Lemure	1	LE	Medium	20	0	0	PFRPG Bestiary	outsider	devil	evil	extraplanar	lawful		
Leng Spider	14	CE	Huge	40	0	0	PFRPG Bestiary 2	magical beast	extraplanar					
Leonal	12	NG	Medium	60	0	0	PFRPG Bestiary 2	outsider	agathion	extraplanar	good			
Leonine	4	NE	Large	40	0	0	Tome of Horrors 4	monstrous humanoid						
Leopard	2	N	Medium	30	0	0	PFRPG Bestiary	animal						
Leprechaun	2	CN	Small	40	0	0	PFRPG Bestiary 2	fey						
Leprechaun	4	N	Small	40	0	0	Tome of Horrors Complete	fey						
Lesser Banshee	13	NE	Medium	0	60	0	Tome of Horrors 4	undead	incorporeal					
Lesser Boneneedle	4	N	Small	20	0	0	Tome of Horrors Complete	vermin						
Lesser Fire Crab	0.50	N	Small	20	0	20	Tome of Horrors Complete	vermin	extraplanar	fire				
Lesser Gelid Beetle	3	N	Medium	30	0	0	Tome of Horrors Complete	magical beast	cold					
Lesser Gibbering Orb	11	CE	Large	5	0	0	Tome of Horrors 4	aberration						
Lesser Hollow Serpent	6	NE	Medium	30	0	0	AP 42	undead	reptilian					
Lesser Host Devil	3	LE	Small	5	60	0	Book of the Damned V1	outsider	devil	evil	extraplanar	lawful		
Lesser Ooze Demon	3	CE	Medium	30	0	0	Tome of Horrors Complete	outsider	chaotic	demon	evil	extraplanar		
Lesser Shadow	0.50	CE	Medium	0	40	0	Tome of Horrors Complete	undead	incorporeal					
Leucrotta	5	CE	Large	60	0	0	PFRPG Bestiary 2	magical beast						
Leukodaemon	9	NE	Large	30	60	0	PFRPG Bestiary 2	outsider	daemon	evil	extraplanar			
Leviathan	19	N	Colossal	0	0	60	Tome of Horrors 4	magical beast						
Lhaksharut	20	LN	Huge	0	60	0	PFRPG Bestiary 2	outsider	extraplanar	inevitable	lawful			
Lich	12	NE	Medium	30	0	0	PFRPG Bestiary	undead	augmented humanoid					
Lich Shade	9	NE	Medium	30	0	0	Tome of Horrors Complete	undead						
Lightning Bladder	4	N	Medium	10	30	0	Tome of Horrors 4	ooze						
Lightning Lamprey	2	N	Small	5	0	0	Tome of Horrors 4	magical beast						
Lightning Mephit	3	N	Medium	30	0	0	Tome of Horrors Complete	outsider	air	electricity	extraplanar			
Lightning Treant	8	NE	Huge	40	0	0	Tome of Horrors Complete	plant						
Lightning Weird	8	CE	Large	50	0	0	Tome of Horrors Complete	outsider	air	electricity	elemental	extraplanar		
Lilin Devil	6	LE	Medium	30	0	0	Tome of Horrors Complete	outsider	devil	evil	extraplanar	lawful		
Lilith	16	LE	Medium	40	0	0	Tome of Horrors Complete	outsider	devil	evil	extraplanar	lawful		
Lilitu	17	CE	Medium	60	0	0	The Worldwound	outsider	chaotic	demon	evil	extraplanar		
Lillend Azata	7	CG	Large	30	70	0	PFRPG Bestiary	outsider	azata	chaotic	extraplanar	good		
Lion	3	N	Large	40	0	0	PFRPG Bestiary	animal						
Livestone	6	N	Large	20	0	0	Tome of Horrors Complete	ooze						
Living Lake	22	N	Colossal	30	0	0	Tome of Horrors Complete	Ooze						
Living Mirage	9	N	Gargantuan	0	20	0	Osirion, Legacy Of Pharaohs	ooze						
Living Monolith	13	N	Gargantuan	5	0	0	Tome of Horrors 4	ooze						
Living Rune	13	NE	Medium	50	0	0	AP 66	aberration						
Living Topiary	4	N	Medium	30	0	0	PFRPG Bestiary 4	plant						
Living Wall	4	N	Large	10	0	0	PFRPG Bestiary 4	construct						
Lizard	0.17	N	Tiny	20	0	0	PFRPG Bestiary	animal						
Lizardfolk	1	N	Medium	30	0	15	PFRPG Bestiary	humanoid	reptilian					
Llama	0.50	N	Medium	40	0	0	Animal Archive	animal						
Locathah	0.50	N	Medium	10	0	60	PFRPG Bestiary 2	humanoid	aquatic					
Locust Swarm	2	N	Fine	10	30	0	PFRPG Bestiary 4	vermin	swarm					
Longboat Captain	4	CN	Medium	30	0	0	Lands Of The Linnorm Kings	humanoid	human					
Lorelei	12	NE	Large	20	0	20	PFRPG Bestiary 4	aberration	aquatic					
Lorthact	25	LE	Medium	30	0	0	Inner Sea Bestiary	outsider	devil	evil	extraplanar	lawful		
Lucifer	39	LE	Large	50	0	0	Tome of Horrors Complete	outsider	devil	evil	extraplanar	lawful		
Lukwata	11	N	Huge	0	0	40	PFRPG Bestiary 3	magical beast	aquatic					
Lunar Naga	6	CN	Large	40	0	0	PFRPG Bestiary 3	aberration						
Lunarma	6	N	Medium	0	60	0	PFRPG Bestiary 4	aberration						
Lupin	2	LE	Medium	30	0	0	Tome of Horrors 4	humanoid	lupin					
Lurker Above	7	N	Huge	10	40	0	PFRPG Bestiary 4	aberration						
Lurker Above	7	N	Huge	10	40	0	Tome of Horrors Complete	aberration						
Lurker In Light	5	NE	Small	30	30	0	PFRPG Bestiary 2	fey	extraplanar					
Lurker Wraith	10	NE	Large	0	40	0	Tome of Horrors 4	undead						
Lusca	17	CE	Gargantuan	10	0	40	Isles Of The Shackles	magical beast	aquatic					
Lynx	2	N	Small	40	0	0	Tome of Horrors Complete	animal						
Lypso	23	N	Huge	30	0	100	Tome of Horrors 4	outsider	elemental	extraplanar	water			
Lyrakien	2	CG	Tiny	30	80	0	PFRPG Bestiary 2	outsider	azata	chaotic	extraplanar	good		
Lythic	4	N	Medium	30	0	0	Tome of Horrors Complete	outsider	earth	elemental	extraplanar			
Maenad	8	CE	Medium	30	0	0	PFRPG Bestiary 4	monstrous humanoid						
Maftet	6	N	Medium	40	0	0	PFRPG Bestiary 3	monstrous humanoid						
Magma Ooze	7	N	Large	10	0	0	PFRPG Bestiary 2	ooze	fire					
Magma Ooze	7	N	Large	10	0	0	Tome of Horrors Complete	ooze	fire					
Magmin	3	CN	Small	30	0	0	PFRPG Bestiary 3	outsider	elemental	extraplanar	fire			
Magmoid	7	N	Large	40	0	0	Tome of Horrors Complete	outsider	earth	extraplanar	fire			
Magnesium Golem	6	N	Medium	30	0	0	Tome of Horrors Complete	construct						
Magnesium Spirit	5	LE	Medium	50	0	0	Tome of Horrors Complete	outsider	evil	extraplanar	incorporeal	lawful		
Maharaja	20	LE	Medium	40	0	0	PFRPG Bestiary 3	outsider	native	shapechanger				
Malbolgian Cerberi	12	LE	Large	30	0	0	AP 28	outsider	evil	extraplanar	lawful			
Malenti	2	LE	Medium	30	0	60	AP 56	monstrous humanoid	aquatic					
Malkeen	6	N	Large	40	0	0	Tome of Horrors 4	magical beast						
Mallor Demon	3	CE	Large	40	0	0	Tome of Horrors Complete	outsider	chaotic	demon	evil	extraplanar		
Mammoth	10	N	Huge	40	0	0	Tome of Horrors Complete	animal						
Mammoth Flea	2	N	Large	30	0	0	PFRPG Bestiary 4	vermin						
Man-Eating Aurochs	3	CE	Large	40	0	0	AP 74	magical beast						
Manananggal	7	CE	Medium	30	0	0	PFRPG Bestiary 3	undead						
Mandragora	1	NE	Small	30	0	0	Tome of Horrors Complete	plant	fungus					
Mandragora	4	CE	Small	40	0	0	PFRPG Bestiary 2	plant						
Mandrill	0.25	N	Small	30	0	0	Tome of Horrors Complete	animal						
Manitou	15	NG	Huge	30	0	0	PFRPG Bestiary 4	outsider	native					
Manta Ray	1	N	Large	0	0	60	PFRPG Bestiary 2	animal	aquatic					
Mantari	0.50	NE	Medium	5	0	0	Tome of Horrors Complete	magical beast						
Manticore	5	LE	Large	30	50	0	PFRPG Bestiary	magical beast						
Mantidrake	9	LE	Large	30	0	0	Tome of Horrors Complete	magical beast						
Maphistal	21	CE	Large	40	0	0	Tome of Horrors Complete	outsider	chaotic	demon	evil	extraplanar		
Marai	8	LE	Medium	40	0	0	PFRPG Bestiary 3	outsider	native	rakshasa	shapechanger			
Marble Sentinel	4	N	Small	40	0	0	AP 62	construct						
Marble Snake	2	N	Large	20	0	0	Tome of Horrors Complete	magical beast						
Margay	1	N	Small	40	0	0	Tome of Horrors Complete	animal						
Margoyle Gargoyle	5	CE	Medium	40	0	0	Tome of Horrors Complete	monstrous humanoid	earth					
Marid	9	CN	Large	20	0	60	PFRPG Bestiary	outsider	extraplanar	water				
Marid Genie	9	CN	Large	20	0	60	Tome of Horrors Complete	outsider	extraplanar	water				
Marilith	17	CE	Large	40	0	0	PFRPG Bestiary	outsider	chaotic	demon	evil	extraplanar		
Marine Crocodile	3	N	Large	15	50	0	AP 58	animal						
Marrowstone Golem	8	N	Large	30	0	0	Inner Sea Bestiary	construct						
Marsh Giant	8	CE	Large	40	0	20	PFRPG Bestiary 2	humanoid	giant					
Marsh Jelly	3	N	Medium	5	0	0	Tome of Horrors Complete	aberration						
Marut	15	LN	Large	30	0	0	PFRPG Bestiary 2	outsider	extraplanar	inevitable	lawful			
Mask Golem	4	N	Medium	40	0	0	Masks Of The Living God	construct						
Mastodon	13	N	Huge	40	0	0	Tome of Horrors Complete	animal						
Mastodon Elephant	9	N	Huge	40	0	0	PFRPG Bestiary	animal						
Mature Adult Black Dragon	12	CE	Large	60	200	60	d20pfsrd	dragon	water					
Mature Adult Blue Dragon	14	LE	Huge	40	0	0	d20pfsrd	dragon	earth					
Mature Adult Brass Dragon	12	CG	Large	60	0	0	d20pfsrd	dragon	fire					
Mature Adult Bronze Dragon	14	LG	Huge	40	200	0	d20pfsrd	dragon	water					
Mature Adult Copper Dragon	13	CG	Large	40	200	0	d20pfsrd	dragon	earth					
Mature Adult Forest Dragon	15	CE	Huge	40	200	0	d20pfsrd	dragon	earth					
Mature Adult Gold Dragon	16	LG	Huge	60	250	60	d20pfsrd	dragon	fire					
Mature Adult Green Dragon	13	LE	Huge	40	200	40	d20pfsrd	dragon	air					
Mature Adult Red Dragon	15	CE	Huge	40	200	0	d20pfsrd	dragon	fire					
Mature Adult White Dragon	11	CE	Large	30	0	60	d20pfsrd	dragon	cold					
Mature Gray Dragon	11	NE	Large	60	0	40	Tome of Horrors 4	dragon	water					
Mature Helix Moth	10	N	Huge	20	0	0	Tome of Horrors Complete	vermin						
Mature Slime Crawler	4	N	Large	30	0	0	Tome of Horrors Complete	aberration						
Mawler	4	NE	Tiny	20	0	0	Tome of Horrors Complete	aberration	shapechanger					
Medium Acid Quasi-elemental	2	N	Medium	20	0	80	Tome of Horrors Complete	outsider	acid	elemental	extraplanar			
Medium Air Elemental	3	N	Medium	0	100	0	PFRPG Bestiary	outsider	air	elemental	extraplanar			
Medium Barracuda	1	N	Medium	0	0	60	Tome of Horrors Complete	animal	aquatic					
Medium Earth Elemental	3	N	Medium	20	0	0	PFRPG Bestiary	outsider	earth	elemental	extraplanar			
Medium Fire Elemental	3	N	Medium	50	0	0	PFRPG Bestiary	outsider	elemental	extraplanar	fire			
Medium Gravity Elemental	3	N	Medium	0	100	0	Tome of Horrors Complete	outsider	elemental	extraplanar	gravity			
Medium Ice Elemental	3	N	Medium	20	0	60	PFRPG Bestiary 2	outsider	air	cold	elemental	extraplanar	water	
Medium Lightning Elemental	3	N	Medium	0	100	0	PFRPG Bestiary 2	outsider	air	elemental	extraplanar			
Medium Lightning Quasi-elemental	6	N	Medium	0	60	0	Tome of Horrors Complete	outsider	air	electricity	elemental	extraplanar		
Medium Magma Elemental	3	N	Medium	20	0	0	PFRPG Bestiary 2	outsider	earth	elemental	extraplanar	fire		
Medium Monstrous Sea Wasp	1	N	Medium	0	0	50	Tome of Horrors Complete	vermin	aquatic					
Medium Mud Elemental	3	N	Medium	20	0	30	PFRPG Bestiary 2	outsider	earth	elemental	extraplanar	water		
Medium Negative Energy Elemental	2	N	Medium	0	60	0	Tome of Horrors Complete	outsider	elemental	extraplanar				
Medium Obsidian Quasi-elemental	2	N	Medium	20	0	0	Tome of Horrors Complete	outsider	earth	elemental	extraplanar			
Medium Positive Energy Elemental	4	N	Medium	0	60	0	Tome of Horrors Complete	outsider	elemental	extraplanar				
Medium Salt Elemental	2	N	Medium	20	0	0	Tome of Horrors 4	outsider	earth	elemental	extraplanar			
Medium Smoke Elemental	3	N	Medium	0	80	0	Tome of Horrors 4	outsider	air	elemental	extraplanar	fire		
Medium Stingray	2	N	Medium	0	0	30	Tome of Horrors Complete	animal	aquatic					
Medium Water Elemental	3	N	Medium	20	0	90	PFRPG Bestiary	outsider	elemental	extraplanar	water			
Medusa	7	LE	Medium	30	0	0	PFRPG Bestiary	monstrous humanoid						
Medusa Head	3	NE	Small	0	40	0	AP 43	undead						
Megalania	7	N	Huge	30	0	30	PFRPG Bestiary 3	animal						
Megaloceros	4	N	Large	50	0	0	PFRPG Bestiary 2	animal						
Megaloceros Elk	4	N	Large	50	0	0	AP 31	animal						
Megapiranha Swarm	6	N	Tiny	0	0	40	AP 39	animal	aquatic	swarm				
Megatherium	5	N	Huge	30	0	0	PFRPG Bestiary 2	animal						
Mehrim Demon	4	CE	Medium	40	0	0	Tome of Horrors Complete	outsider	chaotic	demon	evil	extraplanar		
Meladaemon	11	NE	Large	30	60	0	PFRPG Bestiary 2	outsider	daemon	evil	extraplanar			
Melancholic Ooze Swarm	1	N	Tiny	10	0	0	AP 43	ooze	swarm					
Melfesh Monster	6	NE	Medium	30	0	0	AP 61	plant	extraplanar					
Memitim	15	N	Medium	30	0	0	Inner Sea Bestiary	outsider	extraplanar	psychopomp				
Memory Child	6	N	Small	30	0	0	Tome of Horrors Complete	outsider	extraplanar					
Mephit	3	N	Small	30	40	0	PFRPG Bestiary	outsider	varies					
Mercane	5	LN	Large	30	0	0	PFRPG Bestiary 2	outsider	extraplanar					
Mercury Ooze	4	N	Large	10	0	0	Tome of Horrors Complete	ooze						
Merfolk	0.33	N	Medium	5	0	50	PFRPG Bestiary	humanoid	aquatic					
Merrow, Freshwater	3	NE	Large	40	0	40	PFRPG Bestiary 2	humanoid	aquatic	giant				
Merrow, Saltwater	6	NE	Huge	40	0	40	PFRPG Bestiary 2	humanoid	aquatic	giant				
Metallic Ooze	6	N	Large	20	0	0	Tome of Horrors Complete	ooze						
Mezlan	14	N	Medium	40	0	20	AP 66	ooze	shapechanger					
Mezzalorn Demon	11	CE	Large	10	0	0	Tome of Horrors Complete	outsider	chaotic	demon	evil	extraplanar		
Mi-Go	6	NE	Medium	30	50	0	PFRPG Bestiary 4	plant						
Midnight Peddler	6	N	Medium	20	0	0	Tome of Horrors Complete	outsider	extraplanar					
Mihstu	6	NE	Medium	20	0	0	Tome of Horrors Complete	outsider	air	elemental	extraplanar			
Mihstu	8	NE	Medium	20	20	0	PFRPG Bestiary 2	outsider	air	elemental	extraplanar			
Mimi	1	NG	Tiny	20	0	0	Tome of Horrors Complete	fey	cold					
Mimic	4	N	Medium	10	0	0	PFRPG Bestiary	aberration	shapechanger					
Mindslaver Mold	3	NE	Small	5	0	0	PFRPG Bestiary 4	plant						
Minor Grim Reaper	10	NE	Medium	30	0	0	AP 48	undead	evil	extraplanar				
Minotaur	4	CE	Large	30	0	0	PFRPG Bestiary	monstrous humanoid						
Mire Brute	13	NE	Huge	20	0	60	Tome of Horrors Complete	outsider	earth	elemental	extraplanar	water		
Mirror Man	5	NE	Medium	30	0	0	AP 68	construct						
Mist Drake	5	NE	Large	30	0	0	PFRPG Bestiary 4	dragon	air					
Mite	0.25	LE	Small	20	0	0	PFRPG Bestiary	fey						
